단어,발음기호,한국어발음,분류,품사,뜻,예문,예문해석,예문2,예문2해석,예문3,예문3해석,예문4,예문4해석
conditioner,/kənˈdɪʃənər/,컨[디]셔너,2-6 Bathroom and Personal Care Items 욕실·세면 용품,명,린스; 컨디셔너,Leave the **conditioner** on your hair for two minutes.,컨디셔너를 머리에 2분 동안 두세요.,,,,,,
body wash,/ˈbɑːdi wɑːʃ/,[바]ː디 와ː쉬,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,바디워시,The **body wash** comes in a refillable bottle.,바디워시는 리필 가능한 용기에 들어 있다.,,,,,,
shaving cream,/ˈʃeɪvɪŋ kriːm/,[셰]이빙 크림ː,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,면도 크림,He spread **shaving cream** across his face.,그는 얼굴에 면도 크림을 발랐다.,,,,,,
hair dryer,/her draɪər/,[헤]어 드라이어,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,헤어드라이어,The **hair dryer** stopped working this morning.,헤어드라이어가 오늘 아침 작동을 멈췄다.,,,,,,
bath towel,/bæθ taʊəl/,[배]쓰 타월,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,목욕 수건,A large **bath towel** was waiting on the rack.,큰 목욕 수건이 수건걸이에 걸려 있었다.,,,,,,
bath mat,/bæθ mæt/,[배]쓰 맷,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,욕실 매트,The **bath mat** keeps the floor from getting slippery.,욕실 매트는 바닥이 미끄러워지는 것을 막아 준다.,,,,,,
towel rack,/ˈtaʊəl ræk/,[타]월 랙,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,수건걸이,We installed a new **towel rack** beside the shower.,우리는 샤워기 옆에 새 수건걸이를 설치했다.,,,,,,
shower curtain,/ˈʃaʊər kɜːrtn/,[샤]워 커ː튼,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,샤워 커튼,Close the **shower curtain** before turning on the water.,물을 틀기 전에 샤워 커튼을 닫으세요.,,,,,,
scale,/skeɪl/,스[케]일,2-6 Bathroom and Personal Care Items 욕실·세면 용품,명,체중계,The bathroom **scale** showed that I had lost one kilogram.,욕실 체중계에 내가 1킬로그램 빠진 것으로 나왔다.,,,,,,
laundry basket,/ˈlɔːndri bæskɪt/,[론]ː드리 배스킷,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,빨래 바구니,Put the dirty clothes in the **laundry basket**.,더러운 옷을 빨래 바구니에 넣으세요.,,,,,,
plunger,/ˈplʌndʒər/,플[런]저,2-6 Bathroom and Personal Care Items 욕실·세면 용품,명,뚫어뻥,We used a **plunger** to clear the blocked toilet.,우리는 막힌 변기를 뚫으려고 뚫어뻥을 사용했다.,,,,,,
toilet brush,/ˈtɔɪlət brʌʃ/,[토]일렛 브러쉬,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,변기 솔,Clean the bowl with the **toilet brush**.,변기 솔로 변기 안쪽을 청소하세요.,,,,,,
cotton swab,/ˈkɑːtn swɑːb/,[카]ː튼 스왑ː,2-6 Bathroom and Personal Care Items 욕실·세면 용품,구,면봉,She used a **cotton swab** to fix her eye makeup.,그녀는 면봉으로 눈 화장을 고쳤다.,,,,,,
iron,/ˈaɪərn/,[아]이언,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명/동,명: 다리미 / 동: 다림질하다,I set the **iron** to a low temperature for this shirt.,이 셔츠를 다리려고 다리미 온도를 낮게 설정했다.,I **iron** my shirts on Sunday.,나는 일요일에 셔츠를 다림질한다.,,,,
boiler,/ˈbɔɪlər/,[보]일러,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,보일러,The **boiler** needs its yearly inspection.,보일러는 매년 점검을 받아야 한다.,,,,,,
outlet,/ˈaʊtlet/,[아]웃렛,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,콘센트(벽); 배출구,The dryer is plugged into the wall **outlet**.,건조기가 벽 콘센트에 꽂혀 있다.,,,,,,
extension cord,/ɪkˈstenʃn kɔːrd/,익스[텐]션 코ː드,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,연장선,An **extension cord** reached the appliance across the room.,연장선이 방 건너편의 가전제품까지 닿았다.,,,,,,
power strip,/ˈpaʊər strɪp/,[파]우어 스트립,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,멀티탭,Do not connect too many devices to one **power strip**.,하나의 멀티탭에 너무 많은 기기를 연결하지 마세요.,,,,,,
humidifier,/hjuːˈmɪdɪfaɪər/,휴ː[미]디파이어,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,가습기,The **humidifier** keeps the air from becoming too dry.,가습기는 공기가 너무 건조해지는 것을 막아 준다.,,,,,,
broom,/bruːm/,브[룸]ː,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,빗자루,She swept the floor with a **broom**.,그녀는 빗자루로 바닥을 쓸었다.,,,,,,
massager,/ˈmæsɑːʒər/,[매]사ː저,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,안마기,I used the **massager** on my sore shoulders.,나는 아픈 어깨에 안마기를 사용했다.,,,,,,
dustpan,/ˈdʌstpæn/,[더]스트팬,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,쓰레받기,He swept the crumbs into the **dustpan**.,그는 부스러기를 쓰레받기에 쓸어 담았다.,,,,,,
"vacuum cleaner, hoover","/ˈvækjuːm kliːnər/, /ˈhuːvər/",[배]큐ː움 클리ː너 / [후]ː버,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,진공청소기,The **vacuum cleaner** picked up dust from the carpet.,진공청소기가 카펫의 먼지를 빨아들였다.,,,,,,
laundry detergent; washing-up liquid,/ˈlɔːndri dɪtɜːrdʒənt/; /ˈwɑːʃɪŋ ʌp lɪkwɪd/,[론]ː드리 디[터]ː전트 / [와]ː싱업 리퀴드,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,세탁세제 / 주방세제(설거지용),Add the **laundry detergent** before starting the washing machine.,세탁기를 돌리기 전에 세탁세제를 넣으세요.,Please add a little **washing-up liquid** to the sink.,싱크대에 주방세제를 조금 넣어 주세요.,,,,
washing machine,/ˈwɑːʃɪŋ məʃiːn/,[와]ː싱 머신ː,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,세탁기,The **washing machine** is running a quick cycle.,세탁기가 빠른 코스로 작동 중이다.,,,,,,
mop,/mɑːp/,[맙]ː,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명/동,명: 대걸레 / 동: 대걸레질하다,I cleaned the muddy floor with a **mop**.,나는 대걸레로 진흙 묻은 바닥을 닦았다.,Please **mop** the floor before the guests arrive.,손님이 오기 전에 바닥을 대걸레질해 주세요.,,,,
dehumidifier,/ˌdiːhjuːˈmɪdɪfaɪər/,디ː휴ː[미]디파이어,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,제습기,The **dehumidifier** filled its water tank overnight.,제습기 물통이 밤사이에 가득 찼다.,,,,,,
bucket,/ˈbʌkɪt/,[버]킷,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,양동이,Fill the **bucket** halfway with warm water.,양동이에 따뜻한 물을 절반쯤 채우세요.,,,,,,
dryer,/ˈdraɪər/,드[라]이어,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,건조기,The **dryer** finished before the washing machine did.,건조기가 세탁기보다 먼저 끝났다.,,,,,,
ironing board,/ˈaɪərnɪŋ bɔːrd/,[아]이어닝 보ː드,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,다리미판,She unfolded the **ironing board** near the window.,그녀는 창문 근처에서 다리미판을 펼쳤다.,,,,,,
clothes rack,/kloʊðz ræk/,클[로]우즈 랙,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,빨래 건조대,Wet shirts are drying on the **clothes rack**.,젖은 셔츠들이 빨래 건조대에서 마르고 있다.,,,,,,
clothespin,/ˈkloʊðzpɪn/,클[로]우즈핀,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,빨래집게,A strong wind pulled one **clothespin** loose.,강한 바람에 빨래집게 하나가 빠졌다.,,,,,,
fabric softener,/ˈfæbrɪk sɔːfnər/,[퐤]브릭 소ː프너,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,섬유유연제,This **fabric softener** leaves a mild scent on towels.,이 섬유유연제는 수건에 은은한 향을 남긴다.,,,,,,
bleach,/bliːtʃ/,블[리]ː치,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명/동,명: 표백제 / 동: 표백하다,Wear gloves when handling **bleach**.,표백제를 다룰 때는 장갑을 끼세요.,Do not **bleach** this colored shirt.,이 색 셔츠는 표백하지 마세요.,,,,
rubber gloves,/ˈrʌbər ɡlʌvz/,[러]버 글러브즈,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,고무장갑,The **rubber gloves** protect my hands from hot water.,고무장갑은 뜨거운 물로부터 손을 보호해 준다.,,,,,,
duster,/ˈdʌstər/,[더]스터,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,먼지떨이,A long **duster** reaches the top of the cabinet.,긴 먼지떨이로 수납장 위까지 닿을 수 있다.,,,,,,
trash bag,/træʃ bæɡ/,트[래]쉬 백,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",구,쓰레기봉투,Tie the **trash bag** before taking it outside.,쓰레기봉투를 밖으로 내놓기 전에 묶으세요.,,,,,,
shelf,/ʃelf/,[셸]프,"2-7 Laundry, Cleaning and Household Appliances 세탁·청소·생활 가전",명,선반,Cleaning supplies are lined up on the **shelf**.,청소용품이 선반에 줄지어 놓여 있다.,,,,,,
antenna,/ænˈtenə/,앤[테]너,2-8 Home Exterior and Yard 집 외부와 마당,명,안테나,The roof **antenna** receives local television signals.,지붕 안테나는 지역 텔레비전 신호를 수신한다.,,,,,,
chimney,/ˈtʃɪmni/,[침]니,2-8 Home Exterior and Yard 집 외부와 마당,명,굴뚝,Smoke rose slowly from the **chimney**.,굴뚝에서 연기가 천천히 올라왔다.,,,,,,
skylight,/ˈskaɪlaɪt/,스[카]이라이트,2-8 Home Exterior and Yard 집 외부와 마당,명,채광창,Morning sun enters the kitchen through the **skylight**.,아침 햇빛이 채광창을 통해 부엌으로 들어온다.,,,,,,
garage,/ɡəˈrɑːʒ/,거[라]ː지,2-8 Home Exterior and Yard 집 외부와 마당,명,차고,We parked both bicycles inside the **garage**.,우리는 자전거 두 대를 차고 안에 세웠다.,,,,,,
grill,/ɡrɪl/,그[릴],2-8 Home Exterior and Yard 집 외부와 마당,명/동,명: 바비큐 그릴 / 동: 굽다; 그릴로 굽다,The **grill** needs to cool before we cover it.,그릴은 덮개를 씌우기 전에 식혀야 한다.,We **grill** corn outside on warm evenings.,우리는 따뜻한 저녁에 밖에서 옥수수를 굽는다.,,,,
barbeque,/ˈbɑːrbɪkjuː/,[바]ː비큐ː,2-8 Home Exterior and Yard 집 외부와 마당,명,바비큐,Our neighbors invited us to a weekend **barbeque**.,이웃들이 우리를 주말 바비큐에 초대했다.,,,,,,
garbage can,/ˈɡɑːrbɪdʒ kæn/,[가]ː비지 캔,2-8 Home Exterior and Yard 집 외부와 마당,구,쓰레기통(미국),Please roll the **garbage can** to the curb tonight.,오늘 밤 쓰레기통을 도로 가장자리로 옮겨 주세요.,,,,,,
rubbish bin,/ˈrʌbɪʃ bɪn/,[러]비쉬 빈,2-8 Home Exterior and Yard 집 외부와 마당,구,쓰레기통(영국),The **rubbish bin** is behind the garden gate.,쓰레기통은 정원 대문 뒤에 있다.,,,,,,
driveway,/ˈdraɪvweɪ/,드[라]이브웨이,2-8 Home Exterior and Yard 집 외부와 마당,명,차고 앞 찻길,A delivery truck is blocking the **driveway**.,배송 트럭 한 대가 차고 앞길을 막고 있다.,,,,,,
sprinkler,/ˈsprɪŋklər/,스프[링]클러,2-8 Home Exterior and Yard 집 외부와 마당,명,살수장치; 스프링클러,The **sprinkler** turns on at six every morning.,살수장치는 매일 아침 6시에 작동한다.,,,,,,
fence,/fens/,[펜]스,2-8 Home Exterior and Yard 집 외부와 마당,명/동,명: 울타리 / 동: 울타리를 치다,A wooden **fence** separates the two gardens.,나무 울타리가 두 정원을 나눈다.,They **fenced** the yard to keep the dog safe.,그들은 개를 안전하게 지키려고 마당에 울타리를 쳤다.,,,,
roof,/ruːf/,[루]ː프,2-8 Home Exterior and Yard 집 외부와 마당,명/동,명: 지붕 / 동: 지붕을 씌우다,Heavy snow collected on the **roof** overnight.,밤사이 지붕에 많은 눈이 쌓였다.,The crew will **roof** the extension tomorrow.,작업팀은 내일 증축 부분에 지붕을 씌울 것이다.,,,,
balcony,/ˈbælkəni/,[밸]커니,2-8 Home Exterior and Yard 집 외부와 마당,명,발코니,We placed two chairs on the **balcony**.,우리는 발코니에 의자 두 개를 놓았다.,,,,,,
patio,/ˈpætioʊ/,[패]티오우,2-8 Home Exterior and Yard 집 외부와 마당,명,파티오(1층 야외 바닥),The family eats dinner on the **patio** in summer.,그 가족은 여름에 파티오에서 저녁을 먹는다.,,,,,,
terrace,/ˈterəs/,[테]러스,2-8 Home Exterior and Yard 집 외부와 마당,명,테라스(옥상·옥외 단),The hotel **terrace** offers a wide ocean view.,호텔 테라스에서는 바다가 넓게 보인다.,,,,,,
window,/ˈwɪndoʊ/,[윈]도우,2-8 Home Exterior and Yard 집 외부와 마당,명,창문,Please close the **window** before you leave.,나가기 전에 창문을 닫아 주세요.,,,,,,
front door,/frʌnt dɔːr/,프[런]트 도ː어,2-8 Home Exterior and Yard 집 외부와 마당,구,현관문,A package was waiting beside the **front door**.,소포 하나가 현관문 옆에 놓여 있었다.,,,,,,
doorbell,/ˈdɔːrbel/,[도]ː어벨,2-8 Home Exterior and Yard 집 외부와 마당,명,초인종,The **doorbell** rang while I was cooking.,내가 요리하는 동안 초인종이 울렸다.,,,,,,
knob,/nɑːb/,[납]ː,2-8 Home Exterior and Yard 집 외부와 마당,명,손잡이,Turn the **knob** gently to open the gate.,대문을 열려면 손잡이를 부드럽게 돌리세요.,,,,,,
porch,/pɔːrtʃ/,[포]ː치,2-8 Home Exterior and Yard 집 외부와 마당,명,돌출 현관,We left our muddy boots on the **porch**.,우리는 진흙 묻은 장화를 돌출 현관에 두었다.,,,,,,
steps,/steps/,스[텝]스,2-8 Home Exterior and Yard 집 외부와 마당,명,계단,Ice made the front **steps** dangerously slippery.,얼음 때문에 현관 계단이 위험하게 미끄러워졌다.,,,,,,
garden,/ˈɡɑːrdn/,[가]ː든,2-8 Home Exterior and Yard 집 외부와 마당,명,정원,Fresh herbs grow in the small **garden**.,작은 정원에서 신선한 허브가 자란다.,,,,,,
lawn mower,/lɔːn ˈmoʊər/,[론]ː 모우어,2-8 Home Exterior and Yard 집 외부와 마당,구,잔디 깎는 기계,The **lawn mower** ran out of fuel halfway through the yard.,잔디 깎는 기계가 마당 중간에서 연료가 떨어졌다.,,,,,,
mailbox,/ˈmeɪlbɑːks/,[메]일박ː스,2-8 Home Exterior and Yard 집 외부와 마당,명,우편함(미국),The letter was waiting in the **mailbox**.,편지가 우편함 안에서 기다리고 있었다.,,,,,,
letterbox,/ˈletərbɑːks/,[레]터박ː스,2-8 Home Exterior and Yard 집 외부와 마당,명,우편함(영국),The newspaper would not fit through the **letterbox**.,신문이 현관 우편 투입구를 통과하지 못했다.,,,,,,
gate,/ɡeɪt/,[게]이트,2-8 Home Exterior and Yard 집 외부와 마당,명,대문,Remember to lock the **gate** after the dog comes in.,개가 들어온 뒤 대문을 잠그는 것을 잊지 마세요.,,,,,,
walkway,/ˈwɔːkweɪ/,[워]ː크웨이,2-8 Home Exterior and Yard 집 외부와 마당,명,보도(입구~현관),Solar lights guide visitors along the **walkway**.,태양광 조명이 방문객을 보도를 따라 안내한다.,,,,,,
path,/pæθ/,[패]쓰,2-8 Home Exterior and Yard 집 외부와 마당,명,오솔길; 보도,A stone **path** leads from the gate to the porch.,돌길이 대문에서 현관까지 이어진다.,,,,,,
front yard,/frʌnt jɑːrd/,프[런]트 야ː드,2-8 Home Exterior and Yard 집 외부와 마당,구,앞마당(미국),The children built a snowman in the **front yard**.,아이들은 앞마당에 눈사람을 만들었다.,,,,,,
front garden,/frʌnt ˈɡɑːrdn/,프[런]트 가ː든,2-8 Home Exterior and Yard 집 외부와 마당,구,앞마당(영국),Tulips are blooming in the **front garden**.,앞마당 정원에 튤립이 피고 있다.,,,,,,
wall,/wɔːl/,[월]ː,2-8 Home Exterior and Yard 집 외부와 마당,명,담; 외벽,A climbing vine covers the outside **wall**.,덩굴식물이 외벽을 덮고 있다.,,,,,,
